race_id,race_date,racecourse,country,race_type,race_class,race_distance,going,prize_money,position,horse_name,jockey,trainer,owner,age,official_rating,weight_carried,sp_odds,beat_favorite,finish_time,form,year,month,days_since_last_run,ground_preference,handicap,fractional_odds
1003,2023-01-01,Goodwood,USA,Bumper,Class 2,2m,Soft,75264,8,Jouster,James Doyle,Brad Cox,Derrick Smith,12,73,12-1,9,False,0:02:28.758000,593,2023,1,39,Versatile,False,8/1
1003,2023-01-01,Goodwood,USA,Bumper,Class 2,2m,Soft,75264,9,Mandaloun,Paul Townend,Dermot Weld,Khalid Abdullah,7,78,12-1,29,False,0:02:43.266000,582,2023,1,82,Prefers Soft,True,28/1
1003,2023-01-01,Goodwood,USA,Bumper,Class 2,2m,Soft,75264,10,Serpentine,Javier Castellano,Aidan O'Brien,Yulong Investments,11,59,15-6,15,False,0:03:27.888000,795,2023,1,64,Versatile,False,14/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,1,Gear Up,Tom Marquand,Sir Michael Stoute,Juddmonte Farms,4,60,15-6,3,False,0:02:23.004000,854,2023,1,28,Versatile,False,2/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,2,Search Results,Luis Saez,Brad Cox,Yulong Investments,4,112,9-0,11,False,0:03:47.648000,777,2023,1,95,Prefers Good,False,10/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,3,Max Player,Pierre-Charles Boudot,Francis-Henri Graffard,Winstar Farm,10,75,13-11,3,False,0:02:53.195000,114,2023,1,55,Prefers Soft,True,2/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,4,Regal Glory,Jose Ortiz,Steve Asmussen,Rich and Susannah Ricci,4,63,14-8,35,False,0:03:39.171000,215,2023,1,97,Prefers Soft,False,34/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,5,Teona,Billy Lee,Todd Pletcher,JP McManus,10,93,14-1,46,False,0:01:41.923000,864,2023,1,65,Prefers Good,True,45/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,6,Obligatory,Tommy Berry,Alan King,Khalid Abdullah,5,66,11-3,49,False,0:01:57.516000,326,2023,1,48,Prefers Firm,True,48/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,7,Magic Wand,Colin Keane,Andre Fabre,Godolphin,12,82,16-0,42,False,0:01:58.049000,211,2023,1,98,Prefers Good,False,41/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,8,Order of Australia,Harry Cobden,Jean-Claude Rouget,Qatar Racing,8,65,16-0,19,False,0:02:29.210000,157,2023,1,66,Prefers Good,True,18/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,9,Siskin,Irad Ortiz Jr.,Todd Pletcher,Coolmore,11,67,14-1,9,False,0:03:59.120000,522,2023,1,86,Prefers Firm,True,8/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,10,Battleground,Tyler Gaffalione,Gordon Elliott,Wertheimer et Frere,6,116,11-3,25,False,0:03:46.302000,319,2023,1,21,Prefers Soft,True,24/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,11,Battleground,Maxime Guyon,Roger Varian,Moyglare Stud,5,50,8-10,45,False,0:01:27.855000,832,2023,1,68,Prefers Firm,True,44/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,12,Flightline,Flavien Prat,Bob Baffert,Calumet Farm,3,82,11-2,32,False,0:02:36.475000,123,2023,1,68,Versatile,False,31/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,13,War Like Goddess,Rachael Blackmore,Joseph O'Brien,Michael Tabor,12,90,14-1,50,False,0:01:26.871000,113,2023,1,53,Versatile,False,49/1
1004,2023-01-01,Epsom,UK,Hurdle,Class 2,1m,Good,56633,14,Siskin,Colin Keane,Brad Cox,Moyglare Stud,7,106,17-3,20,False,0:03:25.381000,632,2023,1,68,Prefers Good,True,19/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,1,Nest,Jack Kennedy,James Cummings,Klaravich Stables,2,70,9-11,10,False,0:02:56.694000,837,2023,1,57,Versatile,False,9/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,2,Flightline,Stephane Pasquier,Andrew Balding,Mrs John Magnier,12,66,15-6,34,False,0:01:46.451000,125,2023,1,61,Prefers Firm,True,33/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,3,Peaceful,Frankie Dettori,Francis-Henri Graffard,Middleham Park Racing,12,117,17-1,49,False,0:03:34.978000,699,2023,1,70,Versatile,True,48/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,4,Order of Australia,Jose Ortiz,Andrew Balding,Arrowfield Stud,8,81,15-6,25,False,0:03:44.152000,911,2023,1,9,Prefers Soft,True,24/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,5,Ce Ce,Jack Kennedy,Charlie Appleby,Juddmonte Farms,9,113,10-3,7,False,0:02:40.246000,651,2023,1,57,Prefers Good,False,6/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,6,Jouster,Jim Crowley,Ciaron Maher & David Eustace,Sheikh Mohammed Obaid,8,101,11-2,8,False,0:02:48.820000,828,2023,1,13,Prefers Good,True,7/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,7,Matareya,Frankie Dettori,James Cummings,Stonestreet Stables,12,52,9-11,28,False,0:02:22.570000,912,2023,1,27,Prefers Soft,True,27/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,8,Pretty Gorgeous,Harry Skelton,Ger Lyons,H.H. Aga Khan,10,76,15-9,24,False,0:02:23.836000,486,2023,1,79,Prefers Soft,False,23/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,9,Letruska,Luis Saez,Andrew Balding,JP McManus,9,96,15-9,10,False,0:01:34.002000,665,2023,1,45,Prefers Good,False,9/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,10,Mother Earth,Christophe Soumillon,Joseph O'Brien,Middleham Park Racing,3,55,10-3,34,False,0:01:46.109000,544,2023,1,24,Prefers Soft,True,33/1
1005,2023-01-02,Epsom,USA,Bumper,Class 3,1m 6f,Heavy,65684,11,Just One Time,Tommy Berry,Dan Skelton,Qatar Racing,5,93,9-11,29,False,0:01:57.126000,889,2023,1,10,Versatile,False,28/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,1,Tarnawa,Flavien Prat,Donnacha O'Brien,Middleham Park Racing,11,72,10-4,7,True,0:03:58.620000,697,2023,1,95,Versatile,True,6/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,2,Colonel Liam,Olivier Peslier,Tony Martin,Coolmore,8,93,12-1,31,False,0:01:28.422000,959,2023,1,66,Versatile,True,30/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,3,MacSwiney,Damian Lane,Ciaron Maher & David Eustace,Sheikh Mohammed Obaid,5,75,11-3,42,False,0:03:38.703000,633,2023,1,20,Versatile,True,41/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,4,Fancy Blue,Bryony Frost,Sir Michael Stoute,Middleham Park Racing,3,95,16-0,33,False,0:03:56.965000,795,2023,1,15,Prefers Firm,True,32/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,5,Fearless,Hollie Doyle,Todd Pletcher,Arrowfield Stud,2,98,10-4,6,False,0:03:23.204000,535,2023,1,96,Prefers Firm,True,5/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,6,Mandaloun,Oisin Murphy,Bill Mott,Derrick Smith,2,87,11-3,37,False,0:01:42.833000,829,2023,1,59,Prefers Firm,False,36/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,7,Regal Glory,Mickael Barzalona,Ciaron Maher & David Eustace,Godolphin,5,115,12-1,47,False,0:03:23.948000,777,2023,1,8,Prefers Firm,False,46/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,8,Proxy,Frankie Dettori,Ciaron Maher & David Eustace,Winstar Farm,2,82,11-3,42,False,0:02:34.933000,694,2023,1,90,Versatile,True,41/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,9,Secret Oath,Richard Johnson,Gavin Cromwell,Rich and Susannah Ricci,9,72,9-0,14,False,0:01:52.122000,717,2023,1,98,Versatile,True,13/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,10,Echo Zulu,Joel Rosario,Philip Hobbs,Klaravich Stables,4,82,8-10,24,False,0:02:29.040000,361,2023,1,66,Prefers Soft,False,23/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,11,Secret Oath,Ryan Moore,Andrew Balding,Derrick Smith,12,88,15-6,39,False,0:03:42.074000,694,2023,1,77,Prefers Firm,True,38/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,12,Clairiere,Christophe Soumillon,Bob Baffert,Michael Tabor,10,70,14-1,37,False,0:03:45.094000,644,2023,1,50,Prefers Firm,True,36/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,13,Siskin,Paul Townend,Chris Waller,Cheveley Park Stud,6,77,17-3,36,False,0:02:55.843000,126,2023,1,14,Prefers Good,True,35/1
1006,2023-01-02,Cheltenham,USA,Flat,Class 5,5f,Soft,59729,14,Matareya,Wayne Lordan,Andrew Balding,Patricia Hunt,11,81,8-1,46,False,0:02:44.937000,275,2023,1,53,Prefers Soft,False,45/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,1,Jack Christopher,Danny Mullins,William Haggas,H.H. Aga Khan,12,74,13-10,2,True,0:01:54.546000,124,2023,1,41,Versatile,True,2/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,2,Jupiter Inlet,Ryan Moore,Dan Skelton,Juddmonte Farms,12,104,9-11,16,False,0:03:47.662000,231,2023,1,84,Prefers Soft,True,15/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,3,Gear Up,Damian Lane,Chris Waller,Winstar Farm,3,59,8-1,14,False,0:02:55.072000,457,2023,1,87,Prefers Soft,True,13/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,4,Classic Causeway,John Velazquez,Mark Casse,Godolphin SNC,7,52,14-8,46,False,0:01:54.006000,212,2023,1,42,Prefers Good,True,45/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,5,Mystic Guide,Flavien Prat,Christophe Clement,Rich and Susannah Ricci,12,88,17-3,8,False,0:02:48.390000,718,2023,1,56,Prefers Good,True,7/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,6,Magical,Bryony Frost,John Gosden,Klaravich Stables,8,119,12-1,43,False,0:01:39.693000,619,2023,1,10,Prefers Soft,False,42/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,7,Lone Rock,Tom Marquand,James Cummings,Winstar Farm,2,100,16-0,38,False,0:01:39.215000,647,2023,1,8,Prefers Firm,False,37/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,8,Goodnight Olive,Flavien Prat,Bill Mott,James Harron Bloodstock,4,78,17-3,19,False,0:01:27.185000,198,2023,1,12,Versatile,False,18/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,9,Goodnight Olive,Joel Rosario,Bob Baffert,Rich and Susannah Ricci,12,58,12-11,9,False,0:01:57.498000,663,2023,1,60,Prefers Good,False,8/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,10,Jupiter Inlet,Colin Keane,Tony Martin,Arrowfield Stud,6,58,11-3,23,False,0:02:48.336000,536,2023,1,10,Prefers Good,False,22/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,11,MacSwiney,Shane Foley,Brad Cox,Mrs John Magnier,7,81,11-2,48,False,0:03:47.283000,636,2023,1,60,Versatile,True,47/1
1007,2023-01-02,Newbury,France,Flat,Class 5,1m 4f,Soft,69680,12,Max Player,Billy Lee,Chad Brown,Cheveley Park Stud,6,112,16-0,9,False,0:01:58.083000,539,2023,1,99,Prefers Good,False,8/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,1,Twilight Gleaming,William Buick,Aidan O'Brien,Godolphin,11,77,8-1,9,False,0:03:50.669000,367,2023,1,69,Prefers Soft,True,8/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,2,Regal Glory,Luis Saez,Aidan O'Brien,Calumet Farm,6,67,15-9,35,False,0:03:25.406000,691,2023,1,24,Versatile,False,34/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,3,Siskin,Wayne Lordan,Andrew Balding,Hamdan Al Maktoum,4,115,10-4,31,False,0:01:31.579000,386,2023,1,96,Prefers Firm,False,30/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,4,War Like Goddess,Jim Crowley,Henry de Bromhead,Khalid Abdullah,3,83,13-11,17,False,0:01:33.530000,678,2023,1,50,Prefers Good,True,16/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,5,Cody's Wish,Danny Mullins,Andre Fabre,Sheikh Mohammed Obaid,7,63,16-0,43,False,0:02:36.592000,937,2023,1,40,Prefers Good,True,42/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,6,Peaceful,Pierre-Charles Boudot,Joseph O'Brien,Yulong Investments,12,59,16-0,19,False,0:02:34.528000,766,2023,1,80,Prefers Soft,True,18/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,7,Jack Christopher,Seamie Heffernan,Gordon Elliott,Mrs John Magnier,10,67,15-9,13,False,0:01:24.526000,543,2023,1,68,Prefers Firm,False,12/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,8,Clairiere,Jack Kennedy,Joseph O'Brien,JP McManus,3,79,14-1,24,False,0:03:27.493000,884,2023,1,20,Prefers Good,True,23/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,9,Malathaat,Jack Kennedy,Jean-Claude Rouget,Mrs John Magnier,5,55,10-4,39,False,0:03:30.137000,913,2023,1,54,Versatile,False,38/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,10,Country Grammer,Jack Kennedy,Philip Hobbs,Patricia Hunt,4,116,14-8,41,False,0:03:21.899000,524,2023,1,21,Versatile,False,40/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,11,Matareya,Olivier Peslier,Roger Varian,Juddmonte Farms,9,71,11-2,29,False,0:03:29.813000,395,2023,1,78,Prefers Soft,True,28/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,12,Obligatory,Richard Johnson,Chris Waller,Patricia Hunt,9,58,11-2,27,False,0:02:28.111000,149,2023,1,84,Prefers Soft,True,26/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,13,Jouster,Jockey 1000,Jean-Claude Rouget,Derrick Smith,4,62,10-3,33,False,0:03:58.039000,992,2023,1,93,Prefers Good,False,32/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,14,Taiba,Seamie Heffernan,Trainer 1000,H.H. Aga Khan,11,119,8-10,46,False,0:03:47.534000,761,2023,1,68,Prefers Soft,False,45/1
1008,2023-01-02,Aintree,France,Flat,Class 6,6f,Firm,69476,15,Americanrevolution,Christophe Soumillon,Trainer 1001,Khalid Abdullah,9,98,13-11,40,False,0:03:56.100000,735,2023,1,46,Versatile,True,39/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,1,Thunder Moon,Hollie Doyle,Francis-Henri Graffard,Yulong Investments,10,65,16-0,7,True,0:03:33.704000,676,2023,1,91,Prefers Soft,True,6/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,2,Dawn Patrol,Tom Marquand,Trainer 1001,Sheikh Mohammed Obaid,11,82,12-11,37,False,0:02:56.374000,574,2023,1,86,Versatile,True,36/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,3,Golden Pal,Joel Rosario,Ciaron Maher & David Eustace,Stonestreet Stables,4,97,16-0,38,False,0:02:36.314000,673,2023,1,88,Prefers Good,False,37/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,4,Campanelle,Harry Cobden,John Gosden,Qatar Racing,4,62,11-3,35,False,0:02:41.820000,913,2023,1,59,Versatile,True,34/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,5,Classic Causeway,Ryan Moore,Francis-Henri Graffard,Michael Tabor,3,68,15-6,41,False,0:02:25.065000,546,2023,1,30,Prefers Soft,False,40/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,6,Happy Saver,Olivier Peslier,Andre Fabre,Calumet Farm,8,101,17-3,44,False,0:03:38.728000,138,2023,1,32,Versatile,False,43/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,7,Shedaresthedevil,Hollie Doyle,Gavin Cromwell,Juddmonte Farms,12,116,12-1,15,False,0:01:58.522000,943,2023,1,95,Versatile,True,14/1
1009,2023-01-02,Doncaster,Ireland,Flat,Class 3,3m,Soft,56562,8,Jackie's Warrior,Danny Mullins,Joseph O'Brien,Khalid Abdullah,12,50,10-3,8,False,0:02:45.361000,774,2023,1,66,Prefers Firm,True,7/1
